,Date,Merchant,Method,金額 (USD),金額 (JPY),Notes,備考,月,Category,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5,edwin,paypay H,,"-¥6,820",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5,ユニクロ,paypay H,,"-¥6,950",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6,サンドラッグ,paypay H,,-¥249,,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/6,daiso,paypay H,,-¥330,,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/8,daiso,paypay H,,-¥110,,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/8,ココカラファイン,paypay H,,"-¥1,452",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/8,daiso,paypay H,,-¥660,,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/9,しまむら,paypay H,,"-¥9,955",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/10,しまむら,paypay H,,"-¥5,137",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/19,Amazon JP,paypay H,,"-¥3,675",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/20,daiso,paypay H ,,-¥440,,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/24,Parking,W cash,,"-¥1,600",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/25,skids garden イオンレイク,paypay H,,"-¥4,400",,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/25,daiso,paypay H,,-¥110,,,2025-08,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
医療費,,,,$0.00,"-¥2,860",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/8,なか皮膚科,現金 H,,"-¥2,860",,玲　魚の目,2025-08,医療費,,,,,,,,,,,,,,,,,,,,,,,,,,
寛子お小遣い,,,,$0.00,-¥990,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/4,レイクタウン lattice,paypay H,,-¥990,,,2025-08,寛子お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
玲お小遣い,,,,$0.00,"-¥2,750",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/5,大和書店,現金 H,,"-¥1,320",,玲　がっこうのおばけずかん,2025-08,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/26,大和書店,現金 H,,"-¥1,430",,ポケモン生態図鑑,2025-08,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
東北旅行,,,,$0.00,"-¥312,567",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/11,常磐観光　友部サービスエリア,現金 H,,-¥410,,水,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/11,福島会津大内宿駐車代,現金 H,,-¥500,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/12,川崎インターチェンジ　アポロ,現金 H,,"-¥7,950",,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13,なまはげ館 お土産,現金 H,,"-¥2,184",,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13,なまはげ館　入館料,現金 H,,"-¥2,860",,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13,ファーマーズマルシェ,現金 H,,"-¥2,400",,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/13,鶴岡市　加茂水族館,paypay H,,"-¥3,500",,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/14,イオン東北,現金 H,,-¥740,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/14,ねぶたワラッセ駐車代,現金 H,,-¥330,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/14,Starbucks 弘前公園,paypay H,,-¥675,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/14,lawson 八戸市,paypay H,,"-¥1,303",,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/15,いわて生協 ベルフ八幡平,,,"-¥3,863",,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/16,幽玄洞,paypay H,,"-¥2,600",,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/17,happy berry 矢吹,現金 H,,"-¥1,002",,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/17,松島　瑞厳寺,現金,,,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,8/24,まさきに返金,現金,,"-¥280,550",,ホテル、食事、サンシェード、タイヤ交換,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,松島汽船,,,,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,那須ロープウェイ,,,,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,弘前市役所駐車場,,,,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,平泉観光レストセンター駐車代,,,-¥400,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,達谷窟毘沙門堂　拝観料,,,,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,中尊寺金色堂　拝観料,,,,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,弘前城　入園料,,,,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,山寺　入園料,,,,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ねぶた祭り　ワラッセ,,,,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,中尊寺　駐車代,,,,,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
,,円通院,現金,,"-¥1,300",,,2025-08,東北旅行,,,,,,,,,,,,,,,,,,,,,,,,,,
(blank),,,,$0.00,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(blank),,,,$0.00,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
