,Date,Merchant,Method,金額 (USD),金額 (JPY),Notes,備考,月,Category,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/4 paypay lawson100-W,,,-¥235,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/4 paypay 松屋-W,,,-¥680,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/4 paypay 東急-H,,,"-¥3,875",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/4 nanaco 7-Eleven-W,,,-¥673,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/5 paypay 東急-W,,,"-¥3,317",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/6 paypay 東急-W,,,"-¥4,709",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/7 paypay 木曽路-H,,,"-¥3,905",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/7 paypay lawson100-W,,,-¥127,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/7 paypay 東急-W,,,"-¥3,129",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/7 paypay マクドナルド-W,,,-¥900,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/8 nanaco 7-Eleven-W,,,-¥955,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/8 paypay しゃぶ葉-W,,,"-¥4,457",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/9 paypay 東急ストア-W,,,"-¥4,540",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/9 nanaco 7-Eleven-W,,,-¥540,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/9 paypay いなげや-W,,,"-¥1,851",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/10 paypay loft-W,,,"-¥1,272",,ドライフルーツチップス,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/10 paypay Royal Host-W,,,"-¥15,411",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/10 現金 la rose des japonais-H,,,"-¥3,375",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/11 nanaco 7-Eleven-W,,,-¥827,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/11 paypay Bronco BIlly-H,,,"-¥6,072",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/11 現金 星野珈琲-H,,,"-¥1,570",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/11 現金 郵便局-H,,,-¥500,,ストロベリーナッツ,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/12 paypay 松屋-W,,,-¥100,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/12 paypay 東急-W,,,"-¥7,804",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/12 paypay 松屋-W,,,-¥750,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/13 prestia サイゼリヤ-W,,,"-¥2,730",,3/18 prestia,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/13 paypay マカロニ市場-H,,,"-¥4,101",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/13 paypay 東急-H,,,"-¥3,186",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/14 paypay Hakuta-H,,,"-¥2,760",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/14 paypay hakuta-H,,,-¥800,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/14 paypay 東急-H,,,"-¥2,458",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/14 paypay lawson100-W,,,-¥127,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/15 paypay 東急-H,,,"-¥3,220",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/15 paypay lawson100-W,,,-¥127,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/16 現金　モガール-H,,,"-¥2,590",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/16 paypay ジョナサン-W,,,"-¥5,034",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/16 paypay lawson100-W,,,-¥127,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/16 paypay lawson100-W,,,-¥192,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/17 paypay マクドナルド-H,,,"-¥2,480",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/17 paypay しんぱち食堂-H,,,"-¥4,290",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/17 paypay kaldi-H,,,-¥771,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/18 paypay 東急-H,,,"-¥7,281",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/19 現金 アイビー薬局-H,,,"-¥1,550",,薬用オブラート,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/19 paypay 東急-W,,,"-¥3,607",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/20 現金 ジェシー-H,,,"-¥3,538",,レシート貰っていなかったので、うろ覚え,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/20 paypay 東急-W,,,"-¥5,235",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/21 paypay daiso-H,,,-¥656,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/21 paypay Vansan — W,,,"-¥7,777",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/22 paypay 東急-H,,,"-¥3,022",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/22 paypay kaldi-H,,,"-¥1,512",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/22 paypay daiso-H,,,-¥330,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/22 paypay おかしのまちおか-H,,,"-¥1,069",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/22 paypay seria-H,,,"-¥2,310",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/22 paypay いなげや-H,,,-¥324,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/22 paypay Fepa-H,,,"-¥8,957",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/23 paypay 立花-H,,,-¥700,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/23 paypay Lawson — W,,,-¥127,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/23 paypay kanadelica-H,,,"-¥4,035",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/24 現金　英子へ返金,,,"¥21,000",,"コストコ代¥20,710",2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/24 paypay Ikea-H,,,"-¥5,860",,ご飯代,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/24 nanaco Ikea-W,,,-¥50,,アイスクリーム,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/25 paypay maruetsu-H,,,"-¥1,281",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/25 paypay saboten — W,,,-¥500,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/25 paypay 大戸屋,,,"-¥3,440",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/25 paypay Tully’s Coffee — W,,,-¥789,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/26 paypay 東急 — W,,,"-¥2,922",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/26 paypay Mos Burger,,,-¥420,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/27 paypay 木曽路-H,,,"-¥17,985",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28 paypay いなげや-H,,,-¥676,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29 paypay サボテン-H,,,-¥955,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29 paypay 東急-H,,,"-¥2,049",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29 paypay daiso-H,,,-¥768,,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29 paypay さと-H,,,"-¥2,694",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/30 paypay Jonathan — W,,,"-¥3,403",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31 paypay コメダ-H,,,"-¥1,700",,,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31 paypay lalaport 鶏三和-H,,,"-¥2,299",,夕ご飯／親子丼,2024-3,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
諸々,,,,$0.00,"-¥628,648",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/1 paypay マツモトキヨシ-H,,,"-¥3,222",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/1 paypay daiso-H,,,"-¥1,063",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/1 現金 大和書店-H,,,"-¥2,508",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/3 現金 イオン吉川-H,,,-¥528,,理咲用劇Tシャツ,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/3 現金 イオンラフラフ-H,,,"-¥2,749",,傘、レインコート,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/3 paypay seria-H,,,-¥880,,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/3 paypay seria-H,,,-¥220,,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/3 paypay ニトリ-H,,,"-¥1,596",,プレイスマット,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/3 現金 英子に返金,,,"-¥20,000",,"コストコ代16,000円＋オンパミード２〜5月分まで",2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/3 paypay amazonJP-H,,,"-¥1,303",,マスク,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/3 paypay amazonJP-H,,,"-¥9,563",,カービィ絵本、マスク,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/4 paypay amazonJP-H,,,"-¥3,017",,カーテンリング,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/4 paypay daiso-H,,,"-¥1,100",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/5 paypay Amazon JP-H,,,"-¥4,169",,夜用おむつ,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/6 paypay 靴下屋-H,,,"-¥6,248",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/6 paypay 無印良品-H,,,-¥190,,クッキー,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/6 paypay マツモトキヨシ-H,,,"-¥1,885",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/6 現金 starbucks-H,,,"-¥1,500",,ギフトカード購入,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/8 paypay daiso-H,,,"-¥4,180",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/9 paypay seria-W,,,"-¥2,970",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/9 prestia ??,,,"-¥2,681",,nova教材？,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/10 paypay Nojima-W,,,-¥825,,シェーバー洗剤,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/10 paypay daiso-H,,,"-¥1,320",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/11 現金 workman plus-H,,,-¥469,,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/17 paypay amazonJP-H,,,"-¥1,185",,マスク,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/17 paypay daiso-H,,,"-¥1,866",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/17 paypay 無印-H,,,"-¥1,987",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/17 paypay daiso-H,,,-¥330,,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/18 paypay amazonJP-H,,,"-¥1,755",,鉛筆削り,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/18 paypay amazonJP-H,,,"-¥1,380",,名前シール,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/18 paypay daiso-H,,,-¥330,,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/18 prestia Nova,,,"-¥23,100",,多分NOVA,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/24 paypay ikea-W,,,"-¥10,999",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/24 nanaco イトーヨーカドー-W,,,"-¥485,100",,エアウィーブ３点,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/25 paypay daiso-H,,,-¥660,,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/27 paypay ココカラファイン — W,,,"-¥1,976",,W medicine,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/27 paypay マツモトキヨシ-H,,,"-¥1,558",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/27 paypay 東急-H,,,"-¥7,337",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28 paypay ココカラファイン-H,,,"-¥1,758",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/28 paypay seria-H,,,-¥110,,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/29 paypay amazonJP-H,,,"-¥3,925",,玄関タイルブラシ、カビ取りシート,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31 paypay ココカラファイン-H,,,"-¥2,919",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31 paypay sanki-H,,,"-¥4,537",,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31 paypay seria-H,,,-¥990,,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,現金　バス代,,,-¥440,,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,現金　バス代,,,-¥220,,,2024-3,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
ウィルお小遣い,,,,-$42.94,"-¥6,600",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/1 USAA patreon,,-$14.00,,,,2024-3,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/4 USAA youtube premium,,-$13.99,,,,2024-3,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/12 paypay 丸善-W,,,"-¥6,600",,,2024-3,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/18 USAA audible,,-$14.95,,,,2024-3,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
寛子おこづかい,,,,$0.00,"-¥7,289",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/6 paypay paris juliet-H,,,-¥715,,ヘアクリップ,2024-3,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/6 paypay lakole-H,,,-¥330,,ヘアクリップ,2024-3,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/9 paypay amazon JP-H,,,"-¥1,291",,雑誌,2024-3,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/10 paypay loft-H,,,"-¥4,653",,寛子用化粧品,2024-3,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3/31 paypay Kabos-H,,,-¥300,,ゼクシィ雑誌,2024-3,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-4,,,,"$484,361.61","-¥10,452,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,"$493,092.57",¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/1,???,,-$139.98,,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,???,,-$27.99,,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,schwab brokarage,,"$100,000.00",,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/10,schwab brokarage,,"$15,000.00",,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/11 USAA property and Casualty Insurance,,-$82.91,,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/11 USAA SRE Property Management,,"$4,725.00",,,rent,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/12 USAA compass MGMT group,,-$242.00,,,HOA fee,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/12 USAA County of Santa Clara,,"-$7,788.80",,,property tax,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/12,schwab brokarage,,"$100,000.00",,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/14 apple,,-$37.95,,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/15 USAA california Franchise tax board,,"-$54,672.00",,,California state tax,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/15 ATM withdrawal,,-$102.50,,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/15 ATM fee rebate,,$2.50,,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/17,???,,-$37.95,,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/21 Apple,,-$30.99,,,Dictionary app,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/22,schwab brokarage,,"$100,000.00",,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/22,schwab brokarage,,"$100,000.00",,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/22 SRE property Management,,"$4,750.00",,,rent,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/22,???,,-$785.52,,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/24,schwab brokerage,,"$43,970.75",,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/24,???,USAA,"-$1,311.75",,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23,schwab brokarage,,"$100,000.00",,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/26,wire fee,,-$20.00,,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/26,wire out,,"-$6,500.00",,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30,mortgage payment,,"-$3,575.34",,,,2024-4,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
Business trip,,,,"-$2,168.02","-¥34,360",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/15 HND duty free prestia,,,"-¥18,960",,gifts for teammates,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/15 USAA ATM withdrawal,,-$102.50,,,,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/15 USAA creative,,-$159.55,,,,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/16 USAA verve coffee,,-$6.84,,,,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/17 USAA verve coffee,,-$6.84,,,,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/17 USAA whole foods,,-$143.51,,,,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/18 USAA uber,,-$39.07,,,,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/18 Prestia,,,"-¥15,400",,???,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/19 USAA uber,,-$64.73,,,,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/19 USAA uber,,-$30.66,,,,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/19 USAA TST wild seed palo alto,,-$88.09,,,,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/19 sheraton hotel,,"-$1,280.00",,,,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/19 apple store,,-$108.03,,,,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/19 trader joe’s,,-$138.20,,,,2024-4,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥1,819,212",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/25 Facebook,,,"¥1,819,212",,,2024-4,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
諸経費,,,,"-$6,520.00","-¥11,663,005",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/1 ゆうちょ docomo,,,"-¥6,129",,,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/11 七田 tuition ゆうちょ,,,"-¥11,770",,,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/12 七田　,,,"-¥1,540",,足りない差額,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/16 Nova tuition ゆうちょ,,,"-¥277,780",,,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/23 Japan taxes ゆうちょ,,,"-¥9,152,400",,税金,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/26 Prestia 山田＆パートナーズ,,,"-¥2,090,000",,日本税理申告料,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/26 USAA 山田＆パートナーズUSA,,"-$6,500.00",,,米国税理申告料,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/26 USAA Wire fee,,-$20.00,,,手数料,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/26 ガス４ガツブン ゆうちょ,,,"-¥29,573",,,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/26 Oasis ゆうちょ,,,"-¥9,680",,,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30 paypay 東京ガス-H,,,"-¥31,396",,,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30 七田 ゆうちょ,,,"-¥44,330",,,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/30 Jcom ゆうちょ,,,"-¥4,818",,,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/1 ゆうちょ docomo,,,"-¥3,589",,,2024-4,諸経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥241,317",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/1 paypay kanadelica-H,,,"-¥2,870",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/2 nanaco 幸楽苑-H,,,"-¥1,400",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/2 paypay 東急-H,,,"-¥2,563",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/2 paypay chateraise-H,,,-¥161,,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/2 prestia Saizeriya,,,"-¥2,660",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/3 paypay すき家-H,,,"-¥1,550",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/3 paypay 東急-H,,,"-¥3,437",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/3 paypay ちよだ鮨-H,,,"-¥1,424",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/4 paypay いなげや-H,,,"-¥2,179",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/4 paypay 肉の万世-H,,,"-¥7,315",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/4 paypay Lawson — W,,,-¥127,,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/4 paypay ミモザ-H,,,"-¥4,600",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/5 paypay Komeda Coffee — W,,,"-¥2,110",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/6 paypay Lawson,,,-¥435,,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/7 cash bread outlet — W,,,-¥315,,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/7 paypay コモディイイダ-H,,,"-¥2,546",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/7 paypay 東急-H,,,"-¥4,702",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/7 nanaco Tsumugi — W,,,"-¥6,479",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/8 paypay Doutor — W,,,"-¥2,040",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/8 paypay Kurazushi — W,,,"-¥4,235",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/9 paypay 東急-H,,,"-¥4,458",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/9 からよし pp W,,,"-¥2,110",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/10 paypay 寅福-H,,,"-¥6,010",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/10 paypay 東急-H,,,"-¥2,639",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/11 paypay 東急-H,,,"-¥3,089",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/11 paypay Fepa-H,,,"-¥8,029",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4/11 英子からフェパ代　返金　現金,,,"¥2,500",,,2024-4,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
